重安醫院    842高雄市旗山區大仁街18號
台中市私立永和老人養護中心   404台中市北區臺中市北區淡溝里西屯路1段250巷1號
台北市大安區社會福利服務中心  106台北市大安區台北市四維路198巷30弄5號2樓之9
台北市社會局內湖社會福利中心  114台北市內湖區台北市內湖區星雲街161巷3號4樓
台南市大恩長壽會    702台南市南區大恩里4鄰國民路176巷19號台南市國民路176巷21號
台南市私立明興老人養護中心   702台南市南區臺南市南區喜東里明興路320號2、3樓
台灣世界展望會承接桃園縣復興鄉家婦中心 336桃園縣復興鄉澤仁村中正路136-1號
屏東縣私立新博愛老人養護中心  931屏東縣佳冬鄉屏東縣佳冬鄉佳冬村民生路50號
屏東縣私立新吉祥老人養護中心  911屏東縣竹田鄉屏東縣竹田鄉大湖村大新路66號
彰化縣私立日英老人養護中心   528彰化縣芳苑鄉彰化縣芳苑鄉興仁村建成路501-1號
新北市私立千鶴園老人養護中心  241新北市三重區新北市三重區成功路79號1樓-5樓
新北市私立慈徽老人養護中心   220新北市板橋區新北市板橋區四川路2段16巷1號2樓
新北市私立陽光老人養護中心   220新北市板橋區新北市板橋區四川路2段16巷1號5樓
新竹縣私立弘欣養護中心 302新竹縣竹北市新竹縣竹北市大義里3鄰鳳岡路2段295號
新竹縣私立立慈養護中心 304新竹縣新豐鄉新竹縣新豐鄉鳳坑村8鄰坑子口720之2號
新竹縣私立長春養護中心 303新竹縣湖口鄉新竹縣湖口鄉中正村5鄰中正路1段172號
桃園縣私立長青長期照顧中心（養護型）  337桃園縣大園鄉大園鄉華興路一段81號
桃園縣私立龍德長期照顧中心（養護型）  327桃園縣新屋鄉新屋鄉三民路265巷68號
社團法人中華傳愛社區服務協會（三木日光）    406台中市北屯區北屯路409號之42號
社團法人中華民國少數族群權益促進協會  231新北市新店區安和路三段111巷2號1樓
社團法人中華民國更生少年關懷協會    105台北市松山區民生東路五段36巷8弄7號1樓
社團法人中華民國身心障礙者永康服務協會 242新北市新莊區大觀街42巷2之6號3樓
社團法人台北市心理復健家屬聯合協會   106台北市大安區羅斯福路三段125號3樓之1
社團法人台南市基督教疼厝邊全人發展關顧協會   710台南市永康區成功路244巷42號
社團法人台灣愛鄰社區服務協會  106台北市大安區龍門里7鄰和平東路二段24號11樓
社團法人台灣省兒童少年成長協會 403台中市西區403台中市西區向上南路一段35號
社團法人台灣關懷弱勢族群發展協會    116台北市文山區木柵路二段109巷27弄10號2樓
社團法人新竹縣身心障礙者扶助協會    310新竹縣竹東鎮新竹縣竹東鎮育樂橋西48號
社團法人高雄市調色板協會--璞真園   806高雄市前鎮區高雄市前鎮區中華五路951號
臺中市私立惠群老人養護中心   401台中市東區臺中市東區干城里自由路3段276號5樓
臺南市私立美安老人養護中心   730台南市新營區臺南市新營區中營里東山三路69號
臺南市私立長祐老人養護中心   717台南市仁德區臺南市仁德區中生里中洲129之15號
花蓮縣私立長生老人養護中心   973花蓮縣吉安鄉花蓮縣吉安鄉東昌村東海10街243號
財團法人中華民國發展遲緩兒童基金會   105台北市松山區南京東路五段156號7樓之1
財團法人伊甸社會福利基金會附設桃園職業重建中心 320桃園縣中壢市環西路83號
財團法人佛光山慈悲社會福利基金會台北辦事處   110台北市信義區松隆路327號13樓
財團法人佛光山慈悲社會福利慈善事業基金會    804高雄市鼓山區鼓山一路53巷109號
財團法人勵馨社會福利事業基金會高雄服務中心   802高雄市苓雅區凱旋一路3號3樓
財團法人台北市婦女救援社會福利事業基金會    103台北市大同區民生西路240號10樓
財團法人台北市私立得榮社會福利基金會  110台北市信義區信義路四段460號3樓之1
財團法人台北市私立陽明養護中心 112台北市北投區台北市北投區公館路209巷18號
財團法人台北市視障音樂文教基金會    104台北市中山區中山北路一段83巷9號4樓之4
財團法人台灣世界展望會東區辦事處壽豐工作站   974花蓮縣壽豐鄉壽豐路二段76號
財團法人台灣世界展望會東區辦事處蘭嶼工作站   952台東縣蘭嶼鄉紅頭村漁人63號
財團法人台灣世界展望會西區辦事處復興兒少中心  335桃園縣大溪鎮中正東路53號
財團法人台灣兒童暨家庭扶助基金會桃園分事務所  320桃園縣中壢市甘肅一街29號
財團法人台灣省私立台南仁愛之家慢性精神病養護所 712台南市新化區中山路20號
財團法人喜憨兒社會福利基金會附設新竹市喜憨兒烘焙餐廳  300新竹市建中路55號
財團法人宜蘭縣私立慈愛養護院  268宜蘭縣五結鄉宜蘭縣五結鄉親河路2段58巷78號
財團法人宜蘭縣私立鴻德養護院  264宜蘭縣員山鄉宜蘭縣員山鄉中華村冷水路17號
財團法人新北市私立馨園老人養護中心   207新北市萬里區新北市萬里區公?崙23-1號
財團法人臺北縣私立瑞光老人養護中心   207新北市萬里區新北市萬里區孝五街22號
雲林縣私立僑真老人養護中心   630雲林縣斗南鎮雲林縣斗南鎮舊社里新生3路2840號
高雄市私立和信養護中心 806高雄市前鎮區高雄市前鎮區竹中里和平二路207號11樓
高雄市私立富華養護中心 807高雄市三民區高雄市三民區德仁里九如二路150號15樓
高雄市私立新效堂老人養護中心  843高雄市美濃區高雄市美濃區獅山里獅山街35號
高雄市私立橋頭老人養護中心   825高雄市橋頭區高雄市橋頭區東林里公厝北路46號
高雄市私立福安老人養護中心   831高雄市大寮區高雄市大寮區中興里中正路3之1號
高雄市私立鴻安老人養護中心   804高雄市鼓山區高雄市鼓山區龍水里美術館路75號
台中市愛心家園（委託瑪利亞社福基金會辦理）   408台中市南屯區東興路一段450號
台東縣私立大愛老人養護中心   950台東縣台東市臺東縣臺東市豐榮里仁義北路165號
台東縣鹿野鄉原住民家庭暨婦女服務中心  955台東縣鹿野鄉瑞隆村瑞景路一段119號
嘉義市私立展順老人長期照護中心 600嘉義市嘉義市東區頂庄里5鄰義教街585巷33號
天主教善牧社會福利基金會附設玉里鄉家婦中心   981花蓮縣玉里鎮興國路1段195-6號
屏東縣私立百齡老人養護中心   912屏東縣內埔鄉屏東縣內埔鄉龍潭村昭勝路546-60號
屏東縣私立真善美老人養護中心  900屏東縣屏東市屏東縣屏東市勝利里忠孝路462號
彰化縣私立博愛老人養護中心   522彰化縣田尾鄉彰化縣田尾鄉南鎮村平和路1段73號
彰化縣私立大德老人養護中心   504彰化縣秀水鄉彰化縣秀水鄉曾厝村曾厝巷30之8號
新北市私立佳新老人養護中心   242新北市新莊區新北市新莊區復興路3段31號1樓-2樓
新北市私立元復老人養護中心   236新北市土城區新北市土城區慶樂街25號2樓(含3層)
新北市私立嘉國老人養護中心   242新北市新莊區新北市新莊區思源路87巷18號4樓之1
新北市私立回春老人養護中心   231新北市新店區新北市新店區寶元路2段63號1樓-3樓
新北市私立御林園老人養護中心  235新北市中和區新北市中和區圓通路367巷33弄6號
新北市私立慈惠老人養護中心   221新北市汐止區新北市汐止區忠孝東路351號11樓之2
新北市私立慈美老人養護中心   235新北市中和區新北市中和區中山路2段315巷2號6樓
新北市私立祥弘老人養護中心   220新北市板橋區新北市板橋區中山路1段206巷6號5樓
新竹地院家暴服務處（委託現代婦女基金會辦理）  302新竹縣竹北市縣政二路105號
桃園縣南區單親中心（委託中壢靈糧堂辦理）    324桃園縣平鎮市環南路三段88號3樓
社團法人中華民國喜樂身心靈障礙者福利促進協會  528彰化縣芳苑鄉工區一路131號
社團法人中華民國關懷魚鱗癬症協會    105台北市松山區吉祥里光復北路105號10樓之2
社團法人中華溝通分析協會台北中心    106台北市大安區敦化南路二段172巷5弄4號3樓
社團法人台中縣身心障礙藝文體育推展協會 420台中市豐原區南村里圓環東路801號
社團法人台灣原住民阿美族終身學習教育協會    974花蓮縣壽豐鄉豐山村5鄰魚塘27號
社團法人台灣婦女團體全國聯合會 106台北市大安區龍淵里23鄰辛亥路二段165號7樓
社團法人台灣愛鄰社區服務協會(士林辦事處)   111台北市士林區承德路四段170之1號
社團法人高雄市大崗山康復之友協會    820高雄市岡山區高雄市岡山區中山南路468號
臺中市私立國光老人養護中心   407台中市西屯區臺中市西屯區林厝里安林路69之1號
臺中市私立安健老人養護中心   407台中市西屯區臺中市西屯區何明里太原路1段25號
臺中市私立常春老人養護中心   438台中市外埔區臺中市外埔區三崁里三崁路72之3號
臺中市私立慈恩老人養護中心   404台中市北區臺中市北區賴村里健行路518巷15弄2號
臺中市私立毓祥老人養護中心   412台中市大里區臺中市大里區大元里中興路2段73號
臺中市私立至善園老人養護中心  408台中市南屯區臺中市南屯區南屯里五福街205號
臺中市私立豐盛長期照顧中心   420台中市豐原區臺中市豐原區南陽里圓環東路241號
臺南市私立健樂老人養護中心   726台南市學甲區臺南市學甲區美和里美和路4之51號
行政院勞委會職訓局北基宜花金馬區服務中心玉里站 981花蓮縣玉里鎮光復路160號
財團法人伊甸社會福利基金會附南方伊甸園 908屏東縣長治鄉進興村下寮巷58之1號
財團法人伊甸社會福利基金會附設伊甸烘焙咖啡屋  320桃園縣中壢市中台路29號1樓
財團法人伊甸社會福利基金會附設資源發展處    116台北市文山區萬美街一段55號3樓
財團法人公共電視文化事業基金會 114台北市內湖區康寧里14鄰康寧路三段75巷50號
財團法人勵馨社會福利事業基金會台東服務中心   950台東縣台東市中興路一段110號
財團法人台北市新光吳火獅救難急救基金會 105台北市松山區光復北路11巷35號13樓
財團法人台南市私立吾愛吾家養護中心   708台南市安平區永華十二街二十七巷十號
財團法人台南縣私立蓮心園社會福利慈善事業基金會 730台南市新營區新北街244號
財團法人台東縣鹿野鄉社區健康促進協會  955台東縣鹿野鄉瑞隆村瑞景路一段119號
財團法人台灣世界展望會中區辦事處和平中心    423台中市東勢區東新里文新街280號
財團法人台灣世界展望會中區辦事處水里中心    553南投縣水里鄉鉅工村民生路295號
財團法人台灣兒童暨家庭扶助基金會宜蘭分事務所  260宜蘭縣宜蘭市農權路7巷18號
財團法人台灣兒童暨家庭扶助基金會新北市分事務所 220新北市板橋區忠孝路214號
財團法人台灣兒童暨家庭扶助基金會竹東服務處   310新竹縣竹東鎮中豐路二段337號
財團法人向上社會福利基金會附屬台中光音育幼院  404台中市北區西屯路一段502號
財團法人喜憨兒社會福利基金會新竹分事務所    302新竹縣竹北市新泰路96號2樓之一
財團法人基督教更生團契附設桃園縣私立少年之家  330桃園縣桃園市金門二街191號
財團法人基督教芥菜種會附設台北縣私立愛心育幼院 242新北市新莊區中正路382號
財團法人基督教鄉村福音佈道團（東石基督教會）  614嘉義縣東石鄉猿樹村117-12號
財團法人天主教善牧社會福利基金會附設德心之家  302新竹縣竹北市郵政信箱248號
財團法人天主教善牧社會福利基金會附設新竹市私立信心家園 300新竹市地址保密
財團法人屏東縣私立基督教沐恩之家    802高雄市苓雅區正言里中正一路372號12樓之3
財團法人屏東縣私立山村社會福利慈善事業基金會  901屏東縣三地門三地村5鄰22號
財團法人心路社會福利基金會心路洗衣坊大安門市  106台北市大安區瑞安街65之3號
財團法人桃園縣私立怡德養護中心 325桃園縣龍潭鄉龍潭鄉中正路三林段619巷105號
財團法人濟心長青基金會鼓山居家服務支援中心   804高雄市鼓山區延平街87-13號3樓
財團法人現代婦女教育基金會   100台北市中正區新營里羅斯福路一段7號7樓之一B室
財團法人私立廣恩老人養護中心  231新北市新店區新北市新店區北宜路2段579巷45號
財團法人臺灣省私立嘉義博愛仁愛之家   600嘉義市嘉義市東區太平里林森東路235號
雲林縣私立博愛老人養護中心   655雲林縣元長鄉雲林縣元長鄉長南村中山路1巷22號
雲林縣私立祐康老人養護中心   637雲林縣崙背鄉雲林縣崙背鄉港尾村新鎮路45之3號
高雄市私立亞禾老人養護中心   830高雄市鳳山區高雄市鳳山區瑞竹里中山東路251號
高雄市私立仁祥養護之家 807高雄市三民區高雄市三民區寶獅里九如一路299、301號
高雄市私立健安老人養護中心   811高雄市楠梓區高雄市楠梓區裕昌里東昌街17號1樓
高雄市私立千葉老人養護中心   840高雄市大樹區高雄市大樹區姑山里姑山路19之1號
高雄市私立博愛老人養護中心   813高雄市左營區高雄市左營區福山里博愛四路377號
高雄市私立安祥老人養護中心   830高雄市鳳山區高雄市鳳山區新甲里南京路49巷6號
高雄市私立康齡老人養護中心   830高雄市鳳山區高雄市鳳山區埤頂里中山東路559號
高雄市私立弘恩老人養護中心   833高雄市鳥松區高雄市鳥松區?埔里神農路150巷81號
高雄市私立感恩養護中心 813高雄市左營區高雄市左營區福山里大中一路430號1-4樓
高雄市私立慈安老人養護中心   831高雄市大寮區高雄市大寮區中興里中正路3之48號
高雄市私立新東海老人養護中心  807高雄市三民區高雄市三民區鼎中里鼎中路220號
高雄市私立昭和養護之家 807高雄市三民區高雄市三民區達勇里九如二路295號1-5樓
高雄市私立雪美老人養護中心   814高雄市仁武區高雄市仁武區赤山里澄仁西街239號
中華民國身心障礙者藝文推廣協會 106台北市大安區忠孝東路三段217巷2弄9之3號4樓
伊甸社會福利基金會附設羅浮部落老人日間關懷站  336桃園縣復興鄉羅浮村4鄰117號
原住民蒙恩自強協會附設達仁鄉家婦中心  966台東縣達仁鄉安朔村復興路12鄰130號-1
台南市私立揚明老人養護中心   701台南市東區臺南市東區龍山里東門路一段298號2樓
台南市私立祐健老人養護中心   700台南市中西區臺南市中西區永華里12鄰開山路90號
台南市私立長榮老人養護中心   704台南市北區臺南市北區成功里西門路四段533巷6號
基督長老教會原住民教會附設關山鄉家婦中心    956台東縣關山鎮德高里16鄰東庄75號
基隆市私立深美老人養護中心   201基隆市信義區基隆市信義區教忠里20鄰教忠街37號
屏東縣私立私立圓融老人養護中心 940屏東縣枋寮鄉屏東縣枋寮鄉新開村中庄路2號
屏東縣私立經立老人養護中心   925屏東縣新埤鄉屏東縣新埤鄉萬隆村萬安路68之20號
彰化縣私立健民老人養護中心   523彰化縣埤頭鄉彰化縣埤頭鄉中和村溪林路177之1號
彰化縣私立光田老人養護中心   522彰化縣田尾鄉彰化縣田尾鄉饒平村光復路2段560號
彰化縣私立愛心老人養護中心   512彰化縣永靖鄉彰化縣永靖鄉崙美村獨鰲路2段205號
彰化縣私立芬園老人養護中心   502彰化縣芬園鄉彰化縣芬園鄉大竹村大彰路1段458號
彰化縣私立龍慶老人養護中心   503彰化縣花壇鄉彰化縣花壇鄉三春村後厝2巷41弄3號
新北市私立匯安老人養護中心   231新北市新店區新北市新店區中正路399巷7號1樓-4樓
新北市私立智英老人長期照護中心 242新北市新莊區新北市新莊區中正路544-36號1樓
新北市私立永泰老人養護中心   235新北市中和區新北市中和區中山路2段101號1樓-4樓
新北市私立連揚老人養護中心   220新北市板橋區新北市板橋區中山路1段311號1樓-3樓
新北市私立連旺老人養護中心   220新北市板橋區新北市板橋區中山路1段313號1樓-3樓
新竹縣五峰鄉老人會附設花園部落老人日間關懷站  311新竹縣五峰鄉花園村8鄰144號
旗山區兒童早期療育發展中心（委託伊甸基金會辦理）    842高雄市旗山區文中路7號
桃園縣私立康健長期照顧中心(養護型)  330桃園縣桃園市桃園市新埔七街101號2、3樓
桃園縣私立慈恩老人養護中心   320桃園縣中壢市中壢市自立里自立三街二巷16、18號
桃園縣私立長祐養護長期照護之家 320桃園縣中壢市中壢市環中東路188號、190號2樓
法律扶助金金會彰化分會 510彰化縣員林鎮彰化縣員林鎮新興里萬年路三段236號1樓
社團法人中華民國僵直性脊椎炎關懷協會  103台北市大同區雙連里11鄰雙連街1巷3號
社團法人桃園縣木匠的家關懷協會 320桃園縣中壢市1.福州路35號 2.中北路二段387號
社團法人雲林縣身心照護協會(斗南社區作業所)  630雲林縣斗南鎮東仁里文昌路40號
臺中市私立仁和老人養護中心   402台中市南區臺中市南區長榮里愛國街55號2樓至5樓
臺中市私立健民老人養護中心   413台中市霧峰區臺中市霧峰區萬豐里中正路129號1樓
臺中市私立皇家老人養護中心   433台中市沙鹿區臺中市沙鹿區埔子里正義路97巷30號
臺中市私立長生老人養護中心   406台中市北屯區臺中市北屯區仁美里崇德路3段938號
臺南市私立宏丞老人養護之家   722台南市佳里區臺南市佳里區海澄里番子寮45號之15
臺南市私立宏祐老人養護之家   722台南市佳里區臺南市佳里區海澄里番子寮45號之16
臺南市私立慈佑老人養護之家   723台南市西港區臺南市西港區南海里東港12之8號2樓
花蓮縣私立崇恩長期照顧中心   973花蓮縣吉安鄉花蓮縣吉安鄉東昌村8鄰東海6街81號
花蓮縣私立長青老人養護中心   981花蓮縣玉里鎮花蓮縣玉里鎮大禹里酸柑1鄰11之2號
財團法人中華民國佛教慈濟慈善事業基金會台中分會 403台中市西區民權路314巷2號
財團法人台中市私立普濟社會福利慈善事業基金會  434台中市龍井區遠東街209巷6號
財團法人台北市私立新生老人養護所    104台北市中山區新生北路二段127巷1-1號1樓，
財團法人台北市私立祥仁老人養護所    111台北市士林區中山北路六段290巷7弄35號1樓
財團法人台灣省私立健順養護中心 222新北市深坑區新北市深坑區昇高里王軍寮9號
財團法人台灣省私立高雄仁愛之家 831高雄市大寮區高雄市大寮區後庄里民順街1號
財團法人大武山文教基金會    900屏東縣屏東市華正路97號313室屏東市華正路97號313室
財團法人天下為公社會福利慈善事業基金會 221新北市汐止區大同路三段196-5號11樓
財團法人天主教花蓮教區附設私立安德啟智中心   983花蓮縣富里鄉東里村后庄路6號
財團法人宜蘭縣私立親水園養護之家    268宜蘭縣五結鄉宜蘭縣五結鄉季水路15巷46號
財團法人心路社會福利基金會高雄就業服務中心   807高雄市三民區博愛一路372號5樓
財團法人忠義社會福利事業基金會附設忠義育幼院  116台北市文山區景興路85巷12號
財團法人高雄縣私立聖和社會福利慈善事業基金會  821高雄市路竹區保民路99巷36號
財團法人高雄縣私立長安社會福利慈善事業基金會  830高雄市鳳山區凱旋路316號6樓
高雄市私立信愛老人養護中心   814高雄市仁武區高雄市仁武區仁慈里仁慈路85巷18號
高雄市私立新松柏養護之家    807高雄市三民區高雄市三民區十全里十全二路323號4樓
高雄市私立新立養護中心 802高雄市苓雅區高雄市苓雅區意誠里三多四路63號9樓之7
高雄市私立橋頭社區老人養護中心 825高雄市橋頭區高雄市橋頭區橋頭里成功路8號
高雄市私立良安老人養護中心   804高雄市鼓山區高雄市鼓山區前峰里永德街141號2樓
高雄市私立鳳新老人養護中心   830高雄市鳳山區高雄市鳳山區新富里南京路391巷1號
南投縣私立博愛長期照顧中心   542南投縣草屯鎮南投縣草屯鎮明正里29鄰博愛路470號
國際扶輪社中華民國總會 104台北市中山區中山北路一段53巷20號藍天大廈8樓十一室
基督長老教會苗栗縣南庄鄉東河部落老人日間關懷站 353苗栗縣南庄鄉東河村6鄰6號
彰化縣私立伍倫惠來老人養護中心 510彰化縣員林鎮彰化縣員林鎮惠來里光明街77號
彰化縣私立吉祥老人養護中心   500彰化縣彰化市彰化縣彰化市永福里光復路25號2-4樓
彰化縣私立寶贊老人養護中心   504彰化縣秀水鄉彰化縣秀水鄉福安村民意街165巷19號
彰化縣私立良惠老人養護中心   510彰化縣員林鎮彰化縣員林鎮新生里新義街85號4-5樓
彰化縣私立馨園老人長期照護中心 503彰化縣花壇鄉彰化縣花壇鄉白沙村溪北街17號
新北市私立金山佳園老人養護中心 208新北市金山區新北市金山區頂六股路12號1-3樓
桃園縣私立友緣長期照顧中心（養護型）  333桃園縣龜山鄉龜山鄉萬壽路2段345號3樓
桃園縣私立東陽安養護長期照護中心    330桃園縣桃園市桃園市民族路210、212號1、3樓
社團法人中華勵本志身心障礙者技藝創業協會    242新北市新莊區後港一路76巷3弄12號
社團法人中華民國弘道志工協會(福林長青關懷站) 111台北市士林區雨農路21巷16-1號
社團法人中華牧羊人青少年關懷協會苗栗辦事處   367苗栗縣三義鄉廣盛村重河245-1號
社團法人中華盲人命卜發展協會  305新竹縣新埔鎮下寮里16鄰義民路三段622巷47弄3號
社團法人花蓮縣陪你走社會關懷協會    971花蓮縣新城鄉花蓮縣新城鄉嘉里村二街74號
社團法人雲林縣婦女保護會-西螺單親家庭服務據點 648雲林縣西螺鎮中山路227號3樓
臺中市私立全家老人養護中心   412台中市大里區臺中市大里區大元里大衛路65號1-2樓
臺中市私立真理老人養護中心   406台中市北屯區臺中市北屯區水湳里大連西路5巷5號
臺北市政府社會局松山社會福利服務中心  105台北市松山區民生東路五段163之1號2樓
臺北市私立聖心老人養護所    112台北市北投區臺北市北投區稻香里0134稻香路321號1樓
臺南市私立伊諾養護中心 710台南市永康區臺南市永康區網寮里大灣路942巷641弄75號
臺南市私立民族養護中心 710台南市永康區臺南市永康區中興里中華路202之16號8樓B1
臺南市私立維康老人養護中心   710台南市永康區臺南市永康區大橋里大橋5街151號1樓
花蓮縣私立慈暉老人養護中心   972花蓮縣秀林鄉花蓮縣秀林鄉景美村1鄰加灣17之33號
行政院國軍退除役官兵輔導委員會玉里榮民醫院社服室    981花蓮縣玉里鎮新興街91號
財團法人勵馨社會福利事業基金會台中分事務所   403台中市西區三民路一段174號11樓
財團法人台中市私立弘毓社會福利基金會沙鹿服務處 433台中市沙鹿區福幼街8號4樓
財團法人台北市友緣社會福利事業基金會  105台北市松山區南京東路五段123巷8弄8號
財團法人台灣世界展望會彰雲嘉辦事處嘉濱工作站  624嘉義縣義竹鄉仁里村407號之16
財團法人彰化縣私立珍瑩老人養護中心   511彰化縣社頭鄉仁和村山腳路二段726巷23號
財團法人心路社會福利基金會心路洗衣坊政大門市  116台北市文山區指南路二段64號
財團法人玉山志工社會福利慈善事業基金會 105台北市松山區民生東路三段117號13樓
財團法人私立天主教中華聖母社會福利慈善事業基金會    600嘉義市太平里民權路60號
財團法人ㄧ粒麥子社會福利慈善事業基金會花蓮服務中心   976花蓮縣光復鄉華新10號
財團法人邱春木社會福利慈善事業基金會  220新北市板橋區四川路二段245巷93號一樓
財團法人雲林縣私立同仁仁愛之家 643雲林縣林內鄉雲林縣林內鄉林茂村復興路34號
雲林縣私立萊園長期照護中心   655雲林縣元長鄉雲林縣元長鄉長南村1鄰元南路6-20號
高雄市政府公設民營中途之家   802高雄市苓雅區五福三路149號 (高雄郵政69-15號信箱)
高雄市私立慈善園老人養護中心  833高雄市鳥松區高雄市鳥松區?埔里大同路2之115號
高雄市私立永康老人養護中心   807高雄市三民區高雄市三民區長明里建國二路2號8樓
高雄市髓喜家園（委託高雄縣脊髓損傷者協會辦理）  820高雄市岡山區壽天路16-2號
中華民國心智障礙者體育運動總會 106台北市大安區和安里17鄰建國南路一段285號3樓
台南市私立佑惠老人養護中心   701台南市東區臺南市東區和平里自由路2段176號1、2樓
基督長老教會原住民教會附設延平鄉家婦中心    953台東縣延平鄉桃源村2鄰昇平路25號
宜蘭縣私立南陽老人長期照顧中心(養護型)    270宜蘭縣蘇澳鎮宜蘭縣蘇澳鎮中原路9號
屏東縣私立佑康老人養護中心   928屏東縣東港鎮屏東縣東港鎮船頭里船頭路24之51附11
彰化縣私立長青老人長期照護中心 510彰化縣員林鎮彰化縣員林鎮和平里中正路511號
新北市私立康達老人養護中心   220新北市板橋區新北市板橋區大觀路3段220巷22號2~4樓
新北市私立東儀老人養護中心   220新北市板橋區新北市板橋區大觀路2段159號之1、之2
新北市私立榮華老人養護中心   231新北市新店區新北市新店區中正路24號5樓、28號5樓
新北市私立模範老人養護中心   231新北市新店區新北市新店區中正路20號3樓、26號3樓
新竹縣私立仟崧老人養護中心   307新竹縣芎林鄉新竹縣芎林鄉新鳳村8鄰五股林58-12號
社團法人中華牧羊人青少年關懷協會台北辦事處   100台北市中正區廈門街113巷35號2樓
社團法人中華藝術生活發展協會  235新北市中和區頂南里25鄰興南路二段159巷20號10樓
社團法人兼善天下社會服務志業協會    110台北市信義區興雅里基隆路一段149號12樓之5
社團法人台南市智障者福利家長協進會   709台南市安南區安昌街兩百二十二巷六十號
社團法人嘉義縣聽語多重障礙福利協進會  612嘉義縣太保市安仁里祥和東路三段308號
社團法人彰化縣脊髓損傷重建協會 513彰化縣埔心鄉彰化縣埔心鄉埔心村埔新路200號
臺中市私立昇柏老人養護中心   414台中市烏日區臺中市烏日區學田里一鄰學田路732號
臺中市私立豐原長生老人養護中心 420台中市豐原區臺中市豐原區南村里水源路407號
臺南市私立媽廟老人養護院    711台南市歸仁區臺南市歸仁區媽廟里和順路1段336巷16號
臺南市私立泰安老人養護中心   730台南市新營區臺南市新營區中營里東山三路69之1號
財團法人伊甸社會福利基金會附設台中縣庇護工場  427台中市潭子區中山路三段145號
財團法人勵馨社會福利事業基金會北區辦事處    106台北市大安區羅斯福路二段75號8樓
財團法人南投縣私立南投仁愛之家 540南投縣南投市南投縣南投市三興里民族路617號
財團法人台北市私立台北傷殘服務中心(停辦中)  100台北市中正區愛國西路9號3樓之13
財團法人台南市基督教青年會社會福利慈善事業基金會    701台南市東區大同路1段59號
財團法人台灣兒童暨家庭扶助基金會彰化分事務所  508彰化縣和美鎮彰美路五段160號
財團法人台灣兒童暨家庭扶助基金會新竹分事務所  300新竹市光復路一段531巷72之8號
財團法人台灣兒童暨家庭扶助基金會高雄市分事務所 802高雄市苓雅區中正一路305號
財團法人台灣基督教門諾會附設花蓮縣私立善牧中心 970花蓮縣花蓮市文苑路12號6樓
財團法人台灣基督教門諾會附設花蓮縣私立黎明教養院    970花蓮縣花蓮市民權路2-2號
財團法人喜憨兒社會福利基金會高雄行政中心    802高雄市苓雅區中正一路306號11樓之2
財團法人天主教善牧社會福利事業基金會善牧宜蘭中心    260宜蘭縣宜蘭市聖後街164號
財團法人天主教善牧社會福利事業基金會宜蘭善牧學園    264宜蘭縣員山鄉內城路479號
財團法人天主教會花蓮教區附設救星教養院 950台東縣台東市永樂里山西路一段207號
財團法人天主教臺南市私立德蘭啟智中心附設社區家園    714台南市玉井區中華路200號
財團法人天主教遣使會附設宜蘭縣私立聖方濟安老院 261宜蘭縣頭城鎮開蘭東路1-1號
財團法人彰化縣謝成哲社會福利慈善事業基金會   508彰化縣和美鎮和東里仁安路243號
財團法人感恩社會福利慈善基金會承辦羅東鎮立養護所    265宜蘭縣羅東鎮維揚路132號
財團法人桃園縣私立大舜老人養護中心   325桃園縣龍潭鄉龍潭鄉高原村八鄰南坑3-5號
財團法人臺北市私立愛愛院    108台北市萬華區臺北市萬華區糖?里006鄰大理街175巷27號
財團法人苗栗縣私立協和社會福利慈善事業基金會  351苗栗縣頭份鎮信東路二段166號
財團法人高雄市私立典寶社會福利慈善事業基金會  814高雄市仁武區中華路197巷6-1號
雲林縣私立富益老人養護中心   647雲林縣莿桐鄉雲林縣莿桐鄉饒平村饒平西路39之2號
高雄市原住民公共事務關懷協會附設高雄市家婦中心 806高雄市前鎮區翠亨北路390號
高雄市私立冠安老人養護中心   804高雄市鼓山區高雄市鼓山區龍水里美術北三路260號
高雄市私立宏仁老人養護中心   830高雄市鳳山區高雄市鳳山區鎮西里中山西路70之1號
高雄市私立新健安老人養護中心  811高雄市楠梓區高雄市楠梓區裕昌里東昌街19號1樓
嘉義市兒童發展通報轉介中心（委託嘉義基督教醫院辦理）  600嘉義市保健街100號7樓
國立台灣大學醫學院附設醫院精神部兒童心理衛生中心    100台北市中正區中山南路7號
基督長老教會附設士林部落老人日間關懷站 365苗栗縣泰安鄉士林村4鄰馬那邦15之5號
宜蘭縣私立慈恩老人長期照顧中心(養護型)    260宜蘭縣宜蘭市宜蘭縣宜蘭市津梅路71號
宜蘭縣私立祥愛老人長期照顧中心(養護型)    260宜蘭縣宜蘭市宜蘭縣宜蘭市津梅路73號
新北市私立吉立老人養護中心   247新北市蘆洲區新北市蘆洲區中山一路238、240號各2樓
桃園縣私立陽光長期照顧中心（養護型）  330桃園縣桃園市桃園市國際路一段264號1樓
社團法人中華牧羊人青少年關懷協會台中辦事處   414台中市烏日區公園路736巷38弄13號
社團法人中華視障經穴按摩推廣協會    104台北市中山區正得里7鄰長安東路一段11巷2號
社團法人公職退休人員聯誼暨關懷服務協會 100台北市中正區羅斯福路二段70號5樓之9
社團法人台北市一葉蘭喪偶家庭成長協會  100台北市中正區博愛路光復里2鄰1巷1號4樓
